"id","subnational"
1,"Abia"
2,"Abidjan"
3,"Abra"
4,"Aceh"
5,"Acklins"
6,"Acre"
7,"Adamaoua"
8,"Adamawa"
9,"Adjumani"
10,"Aguadilla"
11,"Agusan del Norte"
12,"Agusan del Sur"
13,"Ahafo"
14,"Ahuachapán"
15,"Aimeliik"
16,"Airai"
17,"Aklan"
18,"Akwa Ibom"
19,"Alagoas"
20,"Alajuela"
21,"Albay"
22,"Alta Verapaz"
23,"Alto Paraguay"
24,"Alto Paraná"
25,"Amajyaruguru"
26,"Amajyepfo"
27,"Amambay"
28,"Amapá"
29,"Amazonas"
30,"Amhara"
31,"Amnat Charoen"
32,"Ampara"
33,"An Giang"
34,"Anambra"
35,"Andaman and Nicobar"
36,"Andhra Pradesh"
37,"Anse-la-Raye"
38,"Antananarivo"
39,"Antioquia"
40,"Antique"
41,"Antsiranana"
42,"Anuradhapura"
43,"Anzoátegui"
44,"Apayao"
45,"Apure"
46,"Apurímac"
47,"Aragua"
48,"Arauca"
49,"Arecibo"
50,"Arequipa"
51,"Arunachal Pradesh"
52,"Arusha"
53,"Ashanti"
54,"Assam"
55,"Atlántico"
56,"Atlántico Norte"
57,"Atlántico Sur"
58,"Atlántida"
59,"Atlantique"
60,"Attapu"
61,"Aurora"
62,"Ayacucho"
63,"Ayeyarwady"
64,"Azua"
65,"Azuay"
66,"Bà Rịa - Vũng Tàu"
67,"Bắc Giang"
68,"Bắc Kạn"
69,"Badulla"
70,"Bafatá"
71,"Bago"
72,"Bahia"
73,"Bahoruco"
74,"Baja Verapaz"
75,"Bali"
76,"Bamingui-Bangoran"
77,"Bangka Belitung"
78,"Bangui"
79,"Bântéay Méanchey"
80,"Banten"
81,"Barahona"
82,"Barceloneta"
83,"Barima-Waini"
84,"Barinas"
85,"Baringo"
86,"Barisal"
87,"Bas-Sassandra"
88,"Bas-Uele"
89,"Basilan"
90,"Basse-Kotto"
91,"Basse-Terre"
92,"Bataan"
93,"Batanes"
94,"Batdâmbâng"
95,"Batticaloa"
96,"Bayelsa"
97,"Belait"
98,"Belize"
99,"Bengkulu"
100,"Bengo"
101,"Benguela"
102,"Benguet"
103,"Beni"
104,"Benshangul-Gumaz"
105,"Bihar"
106,"Biliran"
107,"Bình Định"
108,"Bình Phước"
109,"Bình Thuận"
110,"Bioko Norte"
111,"Bioko Sur"
112,"Biombo"
113,"Boaco"
114,"Bocas del Toro"
115,"Bogotá D.C."
116,"Bohol"
117,"Boké"
118,"Bokeo"
119,"Bolama"
120,"Bolikhamxai"
121,"Bolivar"
122,"Bolívar"
123,"Bomet"
124,"Bomi"
125,"Bong"
126,"Bono"
127,"Boquerón"
128,"Bouenza"
129,"Bougainville"
130,"Boyacá"
131,"Brokopondo"
132,"Brunei and Muara"
133,"Bubanza"
134,"Bueng Kan"
135,"Bugiri"
136,"Bukidnon"
137,"Bulacan"
138,"Bumthang"
139,"Bundibugyo"
140,"Bungoma"
141,"Buri Ram"
142,"Bururi"
143,"Bushenyi"
144,"Busia"
145,"Cà Mau"
146,"Caaguazú"
147,"Caazapá"
148,"Cabinda"
149,"Cabo Delgado"
150,"Cacheu"
151,"Cagayan"
152,"Cajamarca"
153,"Caldas"
154,"Camagüey"
155,"Camarines Norte"
156,"Camarines Sur"
157,"Camiguin"
158,"Campeche"
159,"Camuy"
160,"Cañar"
161,"Canaries"
162,"Canindeyú"
163,"Canóvanas"
164,"Cao Bằng"
165,"Capiz"
166,"Caquetá"
167,"Carabobo"
168,"Carchi"
169,"Carolina"
170,"Cartago"
171,"Casanare"
172,"Castries"
173,"Catamarca"
174,"Catanduanes"
175,"Cauca"
176,"Cayenne"
177,"Cayo"
178,"Ceará"
179,"Cebu"
180,"Ceiba"
181,"Central"
182,"Centre"
183,"Centro Sur"
184,"Cesar"
185,"Chachoengsao"
186,"Chaco"
187,"Chai Nat"
188,"Chaiyaphum"
189,"Champasak"
190,"Chanthaburi"
191,"Charlotte"
192,"Chhattisgarh"
193,"Chhukha"
194,"Chiang Mai"
195,"Chiang Rai"
196,"Chiapas"
197,"Chimaltenango"
198,"Chimborazo"
199,"Chimbu"
200,"Chin"
201,"Chinandega"
202,"Chiquimula"
203,"Chiriquí"
204,"Chitipa"
205,"Chittagong"
206,"Chocó"
207,"Choiseul"
208,"Choluteca"
209,"Chon Buri"
210,"Christ Church Nichola Town"
211,"Chumphon"
212,"Chuquisaca"
213,"Ciales"
214,"Cibitoke"
215,"Ciego de Ávila"
216,"Cienfuegos"
217,"Clarendon"
218,"Cochabamba"
219,"Coclé"
220,"Cojedes"
221,"Colima"
222,"Colombo"
223,"Colón"
224,"Comayagua"
225,"Commewijne"
226,"Comoé"
227,"Compostela Valley"
228,"Conakry"
229,"Concepción"
230,"Copán"
231,"Cordillera"
232,"Córdoba"
233,"Coronie"
234,"Corozal"
235,"Cortés"
236,"Cotopaxi"
237,"Crooked Island"
238,"Cross River"
239,"Cuando Cubango"
240,"Cuanza Norte"
241,"Cuanza Sul"
242,"Cundinamarca"
243,"Cusco"
244,"Cuvette"
245,"Cuvette-Ouest"
246,"Cuyuni-Mazaruni"
247,"Đà Nẵng"
248,"Dagana"
249,"Dajabón"
250,"Đắk Lắk"
251,"Đắk Nông"
252,"Dar es Salaam"
253,"Darién"
254,"Davao del Norte"
255,"Davao del Sur"
256,"Davao Oriental"
257,"Delta"
258,"Delta Amacuro"
259,"Demerara-Mahaica"
260,"Dennery"
261,"Dhaka"
262,"Điện Biên"
263,"Dinagat Islands"
264,"Distrito Capital"
265,"Distrito Federal"
266,"Dodoma"
267,"Đồng Nai"
268,"Dorado"
269,"Duarte"
270,"East"
271,"East Berbice-Corentyne"
272,"East New Britain"
273,"East Sepik"
274,"EastEnd"
275,"Eastern"
276,"Eastern Cape"
277,"Eastern Equatoria"
278,"Eastern Highlands"
279,"Eastern Samar"
280,"Edo"
281,"Ekiti"
282,"El Paraíso"
283,"El Progreso"
284,"El Seybo"
285,"Elgeyo-Marakwet"
286,"Emberá"
287,"Embu"
288,"Enga"
289,"Enugu"
290,"Équateur"
291,"Escuintla"
292,"Esmeraldas"
293,"Espaillat"
294,"Espírito Santo"
295,"Essequibo Islands-West Demerara"
296,"Est"
297,"Estelí"
298,"Estuaire"
299,"Fajardo"
300,"Falcón"
301,"Far-Western"
302,"Fianarantsoa"
303,"Florida"
304,"Formosa"
305,"Fort-de-France"
306,"Francisco Morazán"
307,"Fujian"
308,"Galle"
309,"Gambela Peoples"
310,"Gasa"
311,"Gbapolu"
312,"Geita"
313,"Gia Lai"
314,"Goa"
315,"Gôh-Djiboua"
316,"Goiás"
317,"Gorontalo"
318,"Gracias a Dios"
319,"Granada"
320,"Grand Bassa"
321,"Grand Cape Mount"
322,"Grand Gedeh"
323,"Grand Kru"
324,"Grand'Anse"
325,"Granma"
326,"Gros Islet"
327,"Guadalcanal"
328,"Guainía"
329,"Guairá"
330,"Guanacaste"
331,"Guanajuato"
332,"Guangxi"
333,"Guantánamo"
334,"Guárico"
335,"Guaviare"
336,"Guayama"
337,"Guayas"
338,"Guerrero"
339,"Gulf"
340,"Hà Giang"
341,"Hà Nam"
342,"Hà Nội"
343,"Hà Tĩnh"
344,"Haa"
345,"Hải Dương"
346,"Hải Phòng"
347,"Hainan"
348,"Hambantota"
349,"Hanover"
350,"Hatillo"
351,"Hato Mayor"
352,"Haut-Katanga"
353,"Haut-Lomami"
354,"Haut-Mbomou"
355,"Haut-Ogooué"
356,"Haut-Uele"
357,"Haute-Kotto"
358,"Hawaii"
359,"Hela"
360,"Heredia"
361,"Herrera"
362,"Hidalgo"
363,"Hồ Chí Minh"
364,"Hoà Bình"
365,"Hoima"
366,"Holguín"
367,"Homa Bay"
368,"Houaphan"
369,"Huancavelica"
370,"Huánuco"
371,"Huehuetenango"
372,"Huila"
373,"Humacao"
374,"Iburengerazuba"
375,"Ifugao"
376,"Ilocos Norte"
377,"Ilocos Sur"
378,"Iloilo"
379,"Imbabura"
380,"Imo"
381,"Inagua"
382,"Independencia"
383,"Inhambane"
384,"Intibucá"
385,"Iringa"
386,"Isabel"
387,"Isabela"
388,"Isla de la Juventud"
389,"Islas de la Bahía"
390,"Itapúa"
391,"Ituri"
392,"Izabal"
393,"Jaffna"
394,"Jalisco"
395,"Jambi"
396,"Jawa Barat"
397,"Jawa Tengah"
398,"Jawa Timur"
399,"Jharkhand"
400,"Jinotega"
401,"Jiwaka"
402,"Johor"
403,"Jujuy"
404,"Juncos"
405,"Junín"
406,"Jutiapa"
407,"Kabale"
408,"Kabarole"
409,"Kachin"
410,"Kagera"
411,"Kajiado"
412,"Kakamega"
413,"Kalangala"
414,"Kalasin"
415,"Kalimantan Barat"
416,"Kalimantan Selatan"
417,"Kalimantan Tengah"
418,"Kalimantan Timur"
419,"Kalimantan Utara"
420,"Kalinga"
421,"Kalutara"
422,"Kamphaeng Phet"
423,"Kâmpóng Cham"
424,"Kâmpóng Chhnang"
425,"Kâmpóng Spœ"
426,"Kâmpóng Thum"
427,"Kâmpôt"
428,"Kamwenge"
429,"Kanchanaburi"
430,"Kandy"
431,"Kanungu"
432,"Kaôh Kong"
433,"Kaohsiung"
434,"Kapchorwa"
435,"Karnataka"
436,"Kasaï"
437,"Kasaï-Central"
438,"Kasaï-Oriental"
439,"Kasese"
440,"Kaskazini Pemba"
441,"Kaskazini Unguja"
442,"Kayah"
443,"Kayanza"
444,"Kayin"
445,"Kayunga"
446,"Kedah"
447,"Kegalle"
448,"Kelantan"
449,"Kémo"
450,"Kep"
451,"Kepulauan Riau"
452,"Kerala"
453,"Kericho"
454,"Khammouan"
455,"Khánh Hòa"
456,"Khon Kaen"
457,"Khulna"
458,"Kiambu"
459,"Kibale"
460,"Kiboga"
461,"Kié-Ntem"
462,"Kiên Giang"
463,"Kigoma"
464,"Kilifi"
465,"Kilimanjaro"
466,"Kilinochchi"
467,"Kindia"
468,"Kinshasa"
469,"Kirinyaga"
470,"Kisoro"
471,"Kitgum"
472,"Kitui"
473,"Kon Tum"
474,"Kongo-Central"
475,"Kouilou"
476,"Krabi"
477,"Krâchéh"
478,"Krong Pailin"
479,"Krong Preah Sihanouk"
480,"Kuna Yala"
481,"Kurunegala"
482,"Kusini Pemba"
483,"Kusini Unguja"
484,"Kwale"
485,"Kwango"
486,"Kwilu"
487,"Kyenjojo"
488,"L'Artibonite"
489,"La Altagracia"
490,"La Estrelleta"
491,"La Guajira"
492,"La Habana"
493,"La Libertad"
494,"La Paz"
495,"La Union"
496,"La Unión"
497,"La Vega"
498,"Laborie"
499,"Labuan"
500,"Lago Nicaragua"
501,"Lagos"
502,"Laguna"
503,"Lagunes"
504,"Lai Châu"
505,"Laikipia"
506,"Lake Victoria"
507,"Lâm Đồng"
508,"Lambayeque"
509,"Lampang"
510,"Lamphun"
511,"Lampung"
512,"Lamu"
513,"Lanao del Norte"
514,"Lanao del Sur"
515,"Lạng Sơn"
516,"Lào Cai"
517,"Lara"
518,"Lares"
519,"Las Piedras"
520,"Las Tunas"
521,"Le Marin"
522,"Le Trinité"
523,"Lékoumou"
524,"Lempira"
525,"León"
526,"Leyte"
527,"Lhuentse"
528,"Likouala"
529,"Limón"
530,"Lindi"
531,"Litoral"
532,"Littoral"
533,"Lobaye"
534,"Loei"
535,"Lofa"
536,"Loíza"
537,"Loja"
538,"Lomami"
539,"Long Island"
540,"Lop Buri"
541,"Loreto"
542,"Los Santos"
543,"Louang Namtha"
544,"Louangphrabang"
545,"Lualaba"
546,"Luanda"
547,"Luapula"
548,"Lunda Norte"
549,"Lunda Sul"
550,"Luquillo"
551,"Machakos"
552,"Madang"
553,"Madre de Dios"
554,"Madriz"
555,"Mae Hong Son"
556,"Magdalena"
557,"Maguindanao"
558,"Magway"
559,"Mahaica-Berbice"
560,"Mahajanga"
561,"Maharashtra"
562,"Mai-Ndombe"
563,"Makira Ulawa"
564,"Makueni"
565,"Malaita"
566,"Malampa"
567,"Malanje"
568,"Maluku"
569,"Maluku Utara"
570,"Mambéré-Kadéï"
571,"Manabi"
572,"Managua"
573,"Manatí"
574,"Manchester"
575,"Mandalay"
576,"Manica"
577,"Manicaland"
578,"Maniema"
579,"Manipur"
580,"Mannar"
581,"Manus"
582,"Manyara"
583,"Maputo"
584,"Maputo City"
585,"Maranhão"
586,"Margibi"
587,"María Trinidad Sánchez"
588,"Marinduque"
589,"Maritime"
590,"Marowijne"
591,"Maryland"
592,"Masaka"
593,"Masbate"
594,"Mashonaland Central"
595,"Masindi"
596,"Matagalpa"
597,"Matale"
598,"Matanzas"
599,"Matara"
600,"Mato Grosso"
601,"Mato Grosso do Sul"
602,"Mayabeque"
603,"Mayuge"
604,"Mbale"
605,"Mbarara"
606,"Mbeya"
607,"Mbomou"
608,"Meghalaya"
609,"Melaka"
610,"Melekeok"
611,"Mérida"
612,"Meru"
613,"Meta"
614,"México"
615,"Michoacán"
616,"Micoud"
617,"Mid-Western"
618,"Middle Caicos"
619,"Milne Bay"
620,"Minas Gerais"
621,"Miranda"
622,"Misamis Occidental"
623,"Misamis Oriental"
624,"Misiones"
625,"Mizoram"
626,"Moca"
627,"Mon"
628,"Monagas"
629,"Môndól Kiri"
630,"Moneragala"
631,"Mongala"
632,"Monggar"
633,"Mono"
634,"Monseñor Nouel"
635,"Montagnes"
636,"Monte Cristi"
637,"Montserrado"
638,"Morazán"
639,"Morelos"
640,"Morobe"
641,"Morogoro"
642,"Morona Santiago"
643,"Moroto"
644,"Morovis"
645,"Mountain Province"
646,"Moxico"
647,"Moyen-Ogooué"
648,"Mpigi"
649,"Mtwara"
650,"Mubende"
651,"Muchinga"
652,"Mukdahan"
653,"Mukono"
654,"Mulanje"
655,"Mullaitivu"
656,"Muramvya"
657,"Murang'a"
658,"Mwanza"
659,"Nagaland"
660,"Naguabo"
661,"Nakapiripirit"
662,"Nakhon Nayok"
663,"Nakhon Phanom"
664,"Nakhon Ratchasima"
665,"Nakhon Sawan"
666,"Nakhon Si Thammarat"
667,"Nakuru"
668,"Nampula"
669,"Nan"
670,"Nana-Grébizi"
671,"Nana-Mambéré"
672,"Nandi"
673,"Napo"
674,"Narathiwat"
675,"Nariño"
676,"Narok"
677,"Nassa"
678,"National Capital District"
679,"Navassa"
680,"Nayarit"
681,"Ñeembucú"
682,"Negeri Sembilan"
683,"Negros Occidental"
684,"Negros Oriental"
685,"New Ireland"
686,"Ngaraard"
687,"Ngarchelong"
688,"Ngardmau"
689,"Ngatpang"
690,"Ngchesar"
691,"Ngeremlengui"
692,"Nghệ An"
693,"Ngiwal"
694,"Ngöbe Buglé"
695,"Ngounié"
696,"Niari"
697,"Nickerie"
698,"Nimba"
699,"Ninh Bình"
700,"Ninh Thuận"
701,"Nippes"
702,"Njombe"
703,"Nord"
704,"Nord-Est"
705,"Nord-Kivu"
706,"Nord-Ouest"
707,"Nord-Ubangi"
708,"Norte de Santander"
709,"North"
710,"North Caicos"
711,"North Cotabato"
712,"North-East"
713,"North-Western"
714,"Northern"
715,"Northern Samar"
716,"NorthSide"
717,"Ntcheu"
718,"Nueva Ecija"
719,"Nueva Esparta"
720,"Nueva Segovia"
721,"Nueva Vizcaya"
722,"Nuevo León"
723,"Nusa Tenggara Barat"
724,"Nusa Tenggara Timur"
725,"Nuwara Eliya"
726,"Nyandarua"
727,"Nyanga"
728,"Nyeri"
729,"Nzérékoré"
730,"Oaxaca"
731,"Occidental Mindoro"
732,"Ocotepeque"
733,"Odisha"
734,"Ogooué-Ivindo"
735,"Ogooué-Lolo"
736,"Ogooué-Maritime"
737,"Ogun"
738,"Oio"
739,"Olancho"
740,"Ombella-M'Poko"
741,"Ondo"
742,"OrangeWalk"
743,"Orellana"
744,"Oriental Mindoro"
745,"Oro"
746,"Oromia"
747,"Osun"
748,"Otdar Mean Chey"
749,"Ouaka"
750,"Oudômxai"
751,"Ouémé"
752,"Ouest"
753,"Ouham"
754,"Ouham-Pendé"
755,"Oyo"
756,"Pahang"
757,"Palawan"
758,"Pampanga"
759,"Panamá"
760,"Panamá Oeste"
761,"Pando"
762,"Pangasinan"
763,"Papua"
764,"Papua Barat"
765,"Para"
766,"Pará"
767,"Paraguarí"
768,"Paraíba"
769,"Paramaribo"
770,"Paraná"
771,"Paro"
772,"Pasco"
773,"Pastaza"
774,"Patillas"
775,"Pattani"
776,"Pedernales"
777,"Peleliu"
778,"Pema Gatshel"
779,"Penama"
780,"Perak"
781,"Perlis"
782,"Pernambuco"
783,"Petén"
784,"Phalombe"
785,"Phangnga"
786,"Phatthalung"
787,"Phayao"
788,"Phetchabun"
789,"Phetchaburi"
790,"Phitsanulok"
791,"Phôngsali"
792,"Phrae"
793,"Phú Thọ"
794,"Phú Yên"
795,"Phuket"
796,"Piauí"
797,"Pichincha"
798,"Pinar del Río"
799,"Piura"
800,"Plateau"
801,"Plateaux"
802,"Pointe-à-Pitre"
803,"Polonnaruwa"
804,"Pomeroon-Supenaam"
805,"Pool"
806,"Portland"
807,"Portuguesa"
808,"Potaro-Siparuni"
809,"Pouthisat"
810,"Prachin Buri"
811,"Prachuap Khiri Khan"
812,"Preah Vihéar"
813,"Presidente Hayes"
814,"Providenciales and West Caicos"
815,"Puebla"
816,"Puerto Plata"
817,"Pulau Pinang"
818,"Punakha"
819,"Puno"
820,"Puntarenas"
821,"Puttalam"
822,"Putumayo"
823,"Pwani"
824,"Quảng Bình"
825,"Quảng Nam"
826,"Quảng Ngãi"
827,"Quảng Ninh"
828,"Quảng Trị"
829,"Quebradillas"
830,"Queensland"
831,"Querétaro"
832,"Quezaltenango"
833,"Quezon"
834,"Quiché"
835,"Quinara"
836,"Quindío"
837,"Quintana Roo"
838,"Quirino"
839,"Ragged Island"
840,"Rakai"
841,"Rakhine"
842,"Ranong"
843,"Ratchaburi"
844,"Ratnapura"
845,"Rayong"
846,"Rennell and Bellona"
847,"Retalhuleu"
848,"Riau"
849,"Rio de Janeiro"
850,"Río Grande"
851,"Rio Grande do Norte"
852,"Rio Grande do Sul"
853,"Río San Juan"
854,"Risaralda"
855,"Rivas"
856,"River Gee"
857,"Rivercess"
858,"Rivers"
859,"Rizal"
860,"Roi Et"
861,"Romblon"
862,"Rondônia"
863,"Roraima"
864,"Rôtânôkiri"
865,"Rukungiri"
866,"Rukwa"
867,"Ruvuma"
868,"Sa Kaeo"
869,"Sabah"
870,"Sacatepéquez"
871,"Sagaing"
872,"Saint Andrew"
873,"Saint Ann"
874,"Saint Anne Sandy Point"
875,"Saint Anthon"
876,"Saint Catherine"
877,"Saint David"
878,"Saint Elizabeth"
879,"Saint George"
880,"Saint George Basseterre"
881,"Saint Georges"
882,"Saint James"
883,"Saint James Windward"
884,"Saint John"
885,"Saint John Capisterre"
886,"Saint Joseph"
887,"Saint Luke"
888,"Saint Mark"
889,"Saint Mary"
890,"Saint Mary Cayon"
891,"Saint Patrick"
892,"Saint Paul"
893,"Saint Paul Capisterre"
894,"Saint Paul Charlestown"
895,"Saint Peter"
896,"Saint Peter Basseterre"
897,"Saint Thomas"
898,"Saint Thomas Lowland"
899,"Saint Thomas Middle Island"
900,"Saint-Laurent-du-Maroni"
901,"Saint-Pierre"
902,"Sakon Nakhon"
903,"Salinas"
904,"Salta"
905,"Samaná"
906,"Samar"
907,"Samburu"
908,"Samdrup Jongkhar"
909,"Samtse"
910,"San Andrés y Providencia"
911,"San Cristóbal"
912,"San José"
913,"San José de Ocoa"
914,"San Juan"
915,"San Lorenzo"
916,"San Luis Potosí"
917,"San Marcos"
918,"San Martín"
919,"San Miguel"
920,"San Pedro"
921,"San Salvador"
922,"San Sebastián"
923,"San Vicente"
924,"Sancti Spíritus"
925,"Sandaun"
926,"Sangha"
927,"Sangha-Mbaéré"
928,"Sankuru"
929,"Sanma"
930,"Santa Ana"
931,"Santa Bárbara"
932,"Santa Catarina"
933,"Santa Cruz"
934,"Santa Isabel"
935,"Santa Rosa"
936,"Santander"
937,"Santiago"
938,"Santiago de Cuba"
939,"Santiago del Estero"
940,"Santiago Rodríguez"
941,"Santo Domingo de los Tsachilas"
942,"São Paulo"
943,"Saraburi"
944,"Saramacca"
945,"Sarangani"
946,"Saravan"
947,"Sarawak"
948,"Sarpang"
949,"Sassandra-Marahoué"
950,"Satun"
951,"Savannakhét"
952,"Selangor"
953,"Sergipe"
954,"Shan"
955,"Shefa"
956,"Si Sa Ket"
957,"Siemréab"
958,"Sikkim"
959,"Sinoe"
960,"Sipaliwini"
961,"Sironko"
962,"SisterIslands"
963,"Sofala"
964,"Sololá"
965,"Sơn La"
966,"Songkhla"
967,"Songwe"
968,"Sonora"
969,"Sonsonate"
970,"Sorsogon"
971,"Soufrière"
972,"South Andros"
973,"South Cotabato"
974,"Southern"
975,"Southern Highlands"
976,"Southern Leyte"
977,"Southern Nations, Nationalities"
978,"StannCreek"
979,"Stœng Trêng"
980,"Suchitepéquez"
981,"Sucre"
982,"Sucumbios"
983,"Sud"
984,"Sud-Est"
985,"Sud-Kivu"
986,"Sud-Ouest"
987,"Sud-Ubangi"
988,"Sukhothai"
989,"Sulawesi Barat"
990,"Sulawesi Selatan"
991,"Sulawesi Tengah"
992,"Sulawesi Tenggara"
993,"Sulawesi Utara"
994,"Sultan Kudarat"
995,"Sulu"
996,"Sumatera Barat"
997,"Sumatera Selatan"
998,"Sumatera Utara"
999,"Suphan Buri"
1000,"Surat Thani"
1001,"Surigao del Norte"
1002,"Surigao del Sur"
1003,"Surin"
1004,"Svay Rieng"
1005,"Sylhet"
1006,"Tabasco"
1007,"Táchira"
1008,"Tafea"
1009,"Taichung"
1010,"Taita Taveta"
1011,"Taiwan"
1012,"Tak"
1013,"Takêv"
1014,"Tamaulipas"
1015,"Tamil Nadu"
1016,"Tana River"
1017,"Tanga"
1018,"Tanganyika"
1019,"Tanintharyi"
1020,"Taraba"
1021,"Tarija"
1022,"Tarlac"
1023,"Tawi-Tawi"
1024,"Tây Ninh"
1025,"Tbong Khmum"
1026,"Telangana"
1027,"Temburong"
1028,"Temotu"
1029,"Thái Nguyên"
1030,"Thanh Hóa"
1031,"Tharaka-Nithi"
1032,"Thimphu"
1033,"Thừa Thiên Huế"
1034,"Tlaxcala"
1035,"Toa Alta"
1036,"Toa Baja"
1037,"Toamasina"
1038,"Tocantins"
1039,"Toledo"
1040,"Toliary"
1041,"Tolima"
1042,"Tombali"
1043,"Torba"
1044,"Totonicapán"
1045,"Trang"
1046,"Trans Nzoia"
1047,"Trashi Yangtse"
1048,"Trashigang"
1049,"Trat"
1050,"Trelawny"
1051,"Trengganu"
1052,"Trincomalee"
1053,"Trinity Palmetto Point"
1054,"Tripura"
1055,"Trongsa"
1056,"Trujillo"
1057,"Tshopo"
1058,"Tshuapa"
1059,"Tsirang"
1060,"Tucumán"
1061,"Tumbes"
1062,"Tungurahua"
1063,"Turkana"
1064,"Tutong"
1065,"Tuyên Quang"
1066,"Uasin Gishu"
1067,"Ubon Ratchathani"
1068,"Ucayali"
1069,"Udon Thani"
1070,"Uíge"
1071,"Upper Demerara-Berbice"
1072,"Upper Nile"
1073,"Upper Takutu-Upper Essequibo"
1074,"Usulután"
1075,"Uthai Thani"
1076,"Uttar Pradesh"
1077,"Uttaradit"
1078,"Uttarakhand"
1079,"Utuado"
1080,"Valle"
1081,"Valle del Cauca"
1082,"Vargas"
1083,"Vaupés"
1084,"Vavuniya"
1085,"Vega Alta"
1086,"Vega Baja"
1087,"Veracruz"
1088,"Veraguas"
1089,"Vichada"
1090,"Vientiane"
1091,"Vientiane [prefecture]"
1092,"Vieux Fort"
1093,"Vihiga"
1094,"Villa Clara"
1095,"Vĩnh Phúc"
1096,"Wakiso"
1097,"Wangdue Phodrang"
1098,"Wanica"
1099,"Wele-Nzas"
1100,"West"
1101,"West Bengal"
1102,"West Equatoria"
1103,"West New Britain"
1104,"West Pokot"
1105,"Western"
1106,"Western Cape"
1107,"Western Highlands"
1108,"Western North"
1109,"Westmoreland"
1110,"Woroba"
1111,"Wouleu-Ntem"
1112,"Xaignabouri"
1113,"Xaisômboun"
1114,"Xékong"
1115,"Xiangkhoang"
1116,"Xizang"
1117,"Yabucoa"
1118,"Yala"
1119,"Yangon"
1120,"Yaracuy"
1121,"Yasothon"
1122,"Yên Bái"
1123,"Yoro"
1124,"Yucatán"
1125,"Yunnan"
1126,"Zacapa"
1127,"Zaire"
1128,"Zambales"
1129,"Zambezia"
1130,"Zamboanga del Norte"
1131,"Zamboanga del Sur"
1132,"Zamboanga Sibugay"
1133,"Zamora Chinchipe"
1134,"Zhemgang"
1135,"Ziguinchor"
1136,"Zou"
1137,"Zulia"
